objectid,Class,Name,,,,,,,,,,,,,,,,,,,,,,,,,
31971,5,Chains of Fenrir,,,,,,,,,,,,,,,,,,,,,,,,,
31975,5,Retsami,,,,,,,,,,,,,,,,,,,,,,,,,
31999,5,TZAAR,,,,,,,,,,,,,,,,,,,,,,,,,
32002,4,Forged in Steel,,,,,,,,,,,,,,,,,,,,,,,,,
32004,5,Chaos,,,,,,,,,,,,,,,,,,,,,,,,,
32014,5,Confucius,,,,,,,,,,,,,,,,,,,,,,,,,
32016,5,Gumball Rally,,,,,,,,,,,,,,,,,,,,,,,,,
32025,5,Einfach Genial Knobelspass,,,,,,,,,,,,,,,,,,,,,,,,,
32031,5,The Art of War,,,,,,,,,,,,,,,,,,,,,,,,,
32032,4,Monopoly Electronic Banking,,,,,,,,,,,,,,,,,,,,,,,,,
32047,5,The Circle,,,,,,,,,,,,,,,,,,,,,,,,,
32048,5,Bobbin' Bumblebee,,,,,,,,,,,,,,,,,,,,,,,,,
32086,2,1939-45 Harc Eurü3p\u00e1ért,,,,,,,,,,,,,,,,,,,,,,,,,
32107,0,Cro-Magnon,,,,,,,,,,,,,,,,,,,,,,,,,
32109,0,Electronic Catch Phrase Music Edition,,,,,,,,,,,,,,,,,,,,,,,,,
32114,4,Merchants,,,,,,,,,,,,,,,,,,,,,,,,,
32116,4,Airships,,,,,,,,,,,,,,,,,,,,,,,,,
32124,5,My Little Pony Hide & Seek,,,,,,,,,,,,,,,,,,,,,,,,,
32125,0,Felix The Cat in the Sack,,,,,,,,,,,,,,,,,,,,,,,,,
32129,5,Taktika,,,,,,,,,,,,,,,,,,,,,,,,,
32143,5,Kazaam,,,,,,,,,,,,,,,,,,,,,,,,,
32146,5,Trailer Park Wars,,,,,,,,,,,,,,,,,,,,,,,,,
32148,5,StrataSphere 2.0,,,,,,,,,,,,,,,,,,,,,,,,,
32149,0,Word Blur,,,,,,,,,,,,,,,,,,,,,,,,,
32150,2,Ambush Alley,,,,,,,,,,,,,,,,,,,,,,,,,
32154,5,Down Under,,,,,,,,,,,,,,,,,,,,,,,,,
32157,0,The T-Shirt Game,,,,,,,,,,,,,,,,,,,,,,,,,
32161,0,Wypas,,,,,,,,,,,,,,,,,,,,,,,,,
32164,4,Borneo,,,,,,,,,,,,,,,,,,,,,,,,,
32165,4,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,,
32171,0,El Club de los Martes,,,,,,,,,,,,,,,,,,,,,,,,,
32187,5,Chaos in the Kids' Room,,,,,,,,,,,,,,,,,,,,,,,,,
32194,5,Saba Palast der Königin,,,,,,,,,,,,,,,,,,,,,,,,,
32224,5,4th Corner,,,,,,,,,,,,,,,,,,,,,,,,,
32226,5,Liebe & Intrige,,,,,,,,,,,,,,,,,,,,,,,,,
32236,5,Mushrooms,,,,,,,,,,,,,,,,,,,,,,,,,
32245,4,Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,
32253,5,Caveman,,,,,,,,,,,,,,,,,,,,,,,,,
32260,0,The Club,,,,,,,,,,,,,,,,,,,,,,,,,
32264,4,Biznes po polsku,,,,,,,,,,,,,,,,,,,,,,,,,
32280,5,H\u00e6ttuspil,,,,,,,,,,,,,,,,,,,,,,,,,
32288,0,Dou Dizhu,,,,,,,,,,,,,,,,,,,,,,,,,
32324,2,Szczury Pustyni,,,,,,,,,,,,,,,,,,,,,,,,,
32327,2,Waterloo 1815,,,,,,,,,,,,,,,,,,,,,,,,,
32333,5,Die Wiege der Renaissance,,,,,,,,,,,,,,,,,,,,,,,,,
32337,5,About Time,,,,,,,,,,,,,,,,,,,,,,,,,
32340,0,The Golden Compass,,,,,,,,,,,,,,,,,,,,,,,,,
32341,0,Kakerlakensalat,,,,,,,,,,,,,,,,,,,,,,,,,
32346,5,Super Tock 4,,,,,,,,,,,,,,,,,,,,,,,,,
32361,2,Lis Pustyni,,,,,,,,,,,,,,,,,,,,,,,,,
32369,5,Mind Twist,,,,,,,,,,,,,,,,,,,,,,,,,
32382,4,Gipsy King,,,,,,,,,,,,,,,,,,,,,,,,,
32405,5,Alles Tomate!,,,,,,,,,,,,,,,,,,,,,,,,,
32409,5,Wiochmen 2,,,,,,,,,,,,,,,,,,,,,,,,,
32410,5,Papillons,,,,,,,,,,,,,,,,,,,,,,,,,
32412,0,Palastgeflücster,,,,,,,,,,,,,,,,,,,,,,,,,
32414,5,Manimals Europa 1,,,,,,,,,,,,,,,,,,,,,,,,,
32415,2,Srebrna flota,,,,,,,,,,,,,,,,,,,,,,,,,
32424,1,1848 Australia,,,,,,,,,,,,,,,,,,,,,,,,,
32429,5,Mouse Match,,,,,,,,,,,,,,,,,,,,,,,,,
32431,5,Altamira,,,,,,,,,,,,,,,,,,,,,,,,,
32441,0,Bezzerwizzer,,,,,,,,,,,,,,,,,,,,,,,,,
32444,5,Bello,,,,,,,,,,,,,,,,,,,,,,,,,
32450,5,Money Lisa,,,,,,,,,,,,,,,,,,,,,,,,,
32465,5,Didi Dotter,,,,,,,,,,,,,,,,,,,,,,,,,
32466,5,Mecanix,,,,,,,,,,,,,,,,,,,,,,,,,
32469,0,Make You Gunfighters,,,,,,,,,,,,,,,,,,,,,,,,,
32471,0,Mafia,,,,,,,,,,,,,,,,,,,,,,,,,
32484,5,The Battle for Hill 218,,,,,,,,,,,,,,,,,,,,,,,,,
32495,0,Murder City,,,,,,,,,,,,,,,,,,,,,,,,,
32598,5,Manimals Dinos 1,,,,,,,,,,,,,,,,,,,,,,,,,
32601,5,Rubik's Revolution,,,,,,,,,,,,,,,,,,,,,,,,,
32606,5,Smugglers A Family Friendly Strategy Game,,,,,,,,,,,,,,,,,,,,,,,,,
32639,5,Politico,,,,,,,,,,,,,,,,,,,,,,,,,
32666,1,Wealth of Nations,,,,,,,,,,,,,,,,,,,,,,,,,
32670,5,Barista,,,,,,,,,,,,,,,,,,,,,,,,,
32674,3,Monsterpocalypse D.M.Z.(Dangerous Monster Zone),,,,,,,,,,,,,,,,,,,,,,,,,
32678,3,Hero Immortal King  The Lair of the Lich,,,,,,,,,,,,,,,,,,,,,,,,,
32679,3,Hero Immortal King  The Den of Dementia,,,,,,,,,,,,,,,,,,,,,,,,,
32680,3,Hero Immortal King  The Infernal Forge,,,,,,,,,,,,,,,,,,,,,,,,,
32682,0,Scene It? Disney Second Edition,,,,,,,,,,,,,,,,,,,,,,,,,
32683,0,Scene It? Harry Potter Second Edition,,,,,,,,,,,,,,,,,,,,,,,,,
32684,0,Scene It? Pirates of the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,
32685,5,Warriors of the Promised Land,,,,,,,,,,,,,,,,,,,,,,,,,
32688,0,Scene It? Movie Second Edition,,,,,,,,,,,,,,,,,,,,,,,,,
32702,5,Foodie Fight,,,,,,,,,,,,,,,,,,,,,,,,,
32742,5,The Great Penguin Bookchase,,,,,,,,,,,,,,,,,,,,,,,,,
32743,0,Black Stories Mystery Edition,,,,,,,,,,,,,,,,,,,,,,,,,
32751,5,Spirits!,,,,,,,,,,,,,,,,,,,,,,,,,
32789,5,Bogoss,,,,,,,,,,,,,,,,,,,,,,,,,
32794,0,Disney Pictionary DVD Game,,,,,,,,,,,,,,,,,,,,,,,,,
32820,5,Strut!,,,,,,,,,,,,,,,,,,,,,,,,,
32821,5,Battle Leader Tactics,,,,,,,,,,,,,,,,,,,,,,,,,
32828,5,The Really Nasty Golf Game,,,,,,,,,,,,,,,,,,,,,,,,,
32838,2,The Battle for Normandy,,,,,,,,,,,,,,,,,,,,,,,,,
32849,0,Dr. Seuss The Cat in the Hat  I Can Do That! Game,,,,,,,,,,,,,,,,,,,,,,,,,
32863,0,Quelf Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
32885,5,Sequence States & Capitals,,,,,,,,,,,,,,,,,,,,,,,,,
32901,0,Prawo D\u017cungli,,,,,,,,,,,,,,,,,,,,,,,,,
32907,2,Eylau 1807,,,,,,,,,,,,,,,,,,,,,,,,,
32922,5,Camper Tour,,,,,,,,,,,,,,,,,,,,,,,,,
32944,4,Neue Heimat,,,,,,,,,,,,,,,,,,,,,,,,,
32946,0,Fluffy Bunny Tea Party,,,,,,,,,,,,,,,,,,,,,,,,,
32968,0,Shark Alarm!!!,,,,,,,,,,,,,,,,,,,,,,,,,
32969,3,Innsmouth Escape,,,,,,,,,,,,,,,,,,,,,,,,,
32989,2,Axis Empires Totaler Krieg!,,,,,,,,,,,,,,,,,,,,,,,,,
32990,2,Axis Empires Dai Senso!,,,,,,,,,,,,,,,,,,,,,,,,,
32992,5,Tàin,,,,,,,,,,,,,,,,,,,,,,,,,
32993,5,Mustang,,,,,,,,,,,,,,,,,,,,,,,,,
32995,5,Saigo no Kane,,,,,,,,,,,,,,,,,,,,,,,,,
32996,5,Yucat\u00e1n,,,,,,,,,,,,,,,,,,,,,,,,,
33003,2,The Caucasus Campaign,,,,,,,,,,,,,,,,,,,,,,,,,
33018,2,Deathride Mars-la-Tour 1870,,,,,,,,,,,,,,,,,,,,,,,,,
33020,5,Bata-Waf,,,,,,,,,,,,,,,,,,,,,,,,,
33023,0,Trivial Pursuit Greatest Hits,,,,,,,,,,,,,,,,,,,,,,,,,
33024,5,Mapominoes Europe,,,,,,,,,,,,,,,,,,,,,,,,,
33030,2,The Drive On Metz (second edition),,,,,,,,,,,,,,,,,,,,,,,,,
33040,3,Humans!!!,,,,,,,,,,,,,,,,,,,,,,,,,
33071,5,Master Labyrinth,,,,,,,,,,,,,,,,,,,,,,,,,
33077,2,Breakthrough Cambrai,,,,,,,,,,,,,,,,,,,,,,,,,
33086,2,Biafra!,,,,,,,,,,,,,,,,,,,,,,,,,
33088,5,Chabyrinthe,,,,,,,,,,,,,,,,,,,,,,,,,
33107,3,Senji,,,,,,,,,,,,,,,,,,,,,,,,,
33112,2,War,,,,,,,,,,,,,,,,,,,,,,,,,
33125,5,Blasphemy,,,,,,,,,,,,,,,,,,,,,,,,,
33140,5,Hyper Slide,,,,,,,,,,,,,,,,,,,,,,,,,
33150,0,Cranium WOW,,,,,,,,,,,,,,,,,,,,,,,,,
33154,4,Wasabi!,,,,,,,,,,,,,,,,,,,,,,,,,
33155,5,Burrows,,,,,,,,,,,,,,,,,,,,,,,,,
33156,5,Magnet,,,,,,,,,,,,,,,,,,,,,,,,,
33159,5,Middle Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,
33160,4,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,
33169,0,The Wrong Game,,,,,,,,,,,,,,,,,,,,,,,,,
33172,5,Monastery,,,,,,,,,,,,,,,,,,,,,,,,,
33196,5,Genji,,,,,,,,,,,,,,,,,,,,,,,,,
33198,4,Osada,,,,,,,,,,,,,,,,,,,,,,,,,
33208,0,What?,,,,,,,,,,,,,,,,,,,,,,,,,
33225,0,Clue The Twilight Zone  Tower of Terror,,,,,,,,,,,,,,,,,,,,,,,,,
33259,2,Starmada The Admiralty Edition,,,,,,,,,,,,,,,,,,,,,,,,,
33288,2,T.E.G. II,,,,,,,,,,,,,,,,,,,,,,,,,
33359,3,Weilong,,,,,,,,,,,,,,,,,,,,,,,,,
33383,5,WobBally,,,,,,,,,,,,,,,,,,,,,,,,,
33406,5,Who am I?,,,,,,,,,,,,,,,,,,,,,,,,,
33414,5,Ghost Hunters,,,,,,,,,,,,,,,,,,,,,,,,,
33418,0,Therapy,,,,,,,,,,,,,,,,,,,,,,,,,
33421,3,Collateral Damage,,,,,,,,,,,,,,,,,,,,,,,,,
33427,5,S'quarrels A Game of Absolute Nuts,,,,,,,,,,,,,,,,,,,,,,,,,
33434,4,Funkenschlag EnBW,,,,,,,,,,,,,,,,,,,,,,,,,
33451,0,The Red Dragon Inn 2,,,,,,,,,,,,,,,,,,,,,,,,,
33468,3,Zombie in my Pocket,,,,,,,,,,,,,,,,,,,,,,,,,
33495,0,Time's Up! \u00c9dition purple,,,,,,,,,,,,,,,,,,,,,,,,,
33541,2,Friedland 1807,,,,,,,,,,,,,,,,,,,,,,,,,
33569,5,Wildcraft!,,,,,,,,,,,,,,,,,,,,,,,,,
33581,5,Mwahahaha!,,,,,,,,,,,,,,,,,,,,,,,,,
33595,5,9tka,,,,,,,,,,,,,,,,,,,,,,,,,
33599,5,Der schwarze Pirat Das Duell,,,,,,,,,,,,,,,,,,,,,,,,,
33604,0,Say Anything 10th Anniversary,,,,,,,,,,,,,,,,,,,,,,,,,
33605,5,Monkey Dash,,,,,,,,,,,,,,,,,,,,,,,,,
33614,3,Adventurer Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
33624,5,Trivial Pursuit Deluxe,,,,,,,,,,,,,,,,,,,,,,,,,
33643,5,Whoowasit?,,,,,,,,,,,,,,,,,,,,,,,,,
33646,5,Flippin' Frogs ,,,,,,,,,,,,,,,,,,,,,,,,,
33665,2,Battle Above the Clouds,,,,,,,,,,,,,,,,,,,,,,,,,
33692,5,Brandubh,,,,,,,,,,,,,,,,,,,,,,,,,
33701,5,Wahoo,,,,,,,,,,,,,,,,,,,,,,,,,
33723,0,LeCardo,,,,,,,,,,,,,,,,,,,,,,,,,
33732,4,Tulipmania 1637,,,,,,,,,,,,,,,,,,,,,,,,,
33759,3,Omega Centauri,,,,,,,,,,,,,,,,,,,,,,,,,
33767,5,Yavalath,,,,,,,,,,,,,,,,,,,,,,,,,
33779,5,Go 500 Racing Dice Game,,,,,,,,,,,,,,,,,,,,,,,,,
33782,5,Bonanza,,,,,,,,,,,,,,,,,,,,,,,,,
33785,2,Panzer Grenadier Elsenborn Ridge,,,,,,,,,,,,,,,,,,,,,,,,,
33799,5,Fruttirelli,,,,,,,,,,,,,,,,,,,,,,,,,
33801,5,UNO The Simpsons  Special Edition Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
33803,5,Octego,,,,,,,,,,,,,,,,,,,,,,,,,
33812,5,Island Trader,,,,,,,,,,,,,,,,,,,,,,,,,
33857,3,Prince of Chaos Battle for Tae Orn,,,,,,,,,,,,,,,,,,,,,,,,,
33870,3,Quest Master,,,,,,,,,,,,,,,,,,,,,,,,,
33875,3,Alkemy,,,,,,,,,,,,,,,,,,,,,,,,,
33876,3,Killer Bunnies and the Journey to Jupiter,,,,,,,,,,,,,,,,,,,,,,,,,
33906,5,Komandosi,,,,,,,,,,,,,,,,,,,,,,,,,
33907,5,Have You Herd?,,,,,,,,,,,,,,,,,,,,,,,,,
33911,5,Bacchus' Banquet,,,,,,,,,,,,,,,,,,,,,,,,,
33924,2,Nightfighter,,,,,,,,,,,,,,,,,,,,,,,,,
33950,3,Solo Tower Hack,,,,,,,,,,,,,,,,,,,,,,,,,
33958,5,Rapscallion,,,,,,,,,,,,,,,,,,,,,,,,,
33959,3,Het Huis Anubis,,,,,,,,,,,,,,,,,,,,,,,,,
33962,4,Match of the Season,,,,,,,,,,,,,,,,,,,,,,,,,
33964,5,Shokoba,,,,,,,,,,,,,,,,,,,,,,,,,
33967,4,Take the Train,,,,,,,,,,,,,,,,,,,,,,,,,
33984,5,Code Omega,,,,,,,,,,,,,,,,,,,,,,,,,
34001,5,Burgen Land,,,,,,,,,,,,,,,,,,,,,,,,,
34004,5,Big Points,,,,,,,,,,,,,,,,,,,,,,,,,
34009,5,Loopit,,,,,,,,,,,,,,,,,,,,,,,,,
34010,5,Journey to the Center of the Earth,,,,,,,,,,,,,,,,,,,,,,,,,
34014,5,Ruin,,,,,,,,,,,,,,,,,,,,,,,,,
34065,5,Scrabble Me,,,,,,,,,,,,,,,,,,,,,,,,,
34084,0,Witch's Brew,,,,,,,,,,,,,,,,,,,,,,,,,
34091,5,Trivial Pursuit Genus (2) Edition (German),,,,,,,,,,,,,,,,,,,,,,,,,
34096,5,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,
34098,2,Guelphs and Ghibellines,,,,,,,,,,,,,,,,,,,,,,,,,
34118,2,Ultimate,,,,,,,,,,,,,,,,,,,,,,,,,
34119,3,Tales of the Arabian Nights,,,,,,,,,,,,,,,,,,,,,,,,,
34127,4,Ticket to Ride The Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
34129,0,The Beer Game,,,,,,,,,,,,,,,,,,,,,,,,,
34139,0,Death Wears White,,,,,,,,,,,,,,,,,,,,,,,,,
34152,3,Grind,,,,,,,,,,,,,,,,,,,,,,,,,
34166,5,Finito!,,,,,,,,,,,,,,,,,,,,,,,,,
34169,5,Potion-Making Practice,,,,,,,,,,,,,,,,,,,,,,,,,
34173,0,Si,,,,,,,,,,,,,,,,,,,,,,,,,
34185,5,Cartagena Die Goldinsel,,,,,,,,,,,,,,,,,,,,,,,,,
34194,5,Aquaretto,,,,,,,,,,,,,,,,,,,,,,,,,
34195,2,Kawaguchi's Gamble Edson's Ridge,,,,,,,,,,,,,,,,,,,,,,,,,
34207,5,Nature of the Beast Prairie vs. Polar,,,,,,,,,,,,,,,,,,,,,,,,,
34218,5,Slush Fund,,,,,,,,,,,,,,,,,,,,,,,,,
34219,4,Scripts and Scribes,,,,,,,,,,,,,,,,,,,,,,,,,
34221,5,Atoll,,,,,,,,,,,,,,,,,,,,,,,,,
34227,5,Blox,,,,,,,,,,,,,,,,,,,,,,,,,
34238,2,Risk Black Ops,,,,,,,,,,,,,,,,,,,,,,,,,
34245,0,Wizards of Mickey CCG,,,,,,,,,,,,,,,,,,,,,,,,,
34255,2,Deukalion,,,,,,,,,,,,,,,,,,,,,,,,,
34276,2,Panzer Grenadier Cassino '44,,,,,,,,,,,,,,,,,,,,,,,,,
34277,5,Gisborne Die ersten Kartographen,,,,,,,,,,,,,,,,,,,,,,,,,
34284,0,Graffiti,,,,,,,,,,,,,,,,,,,,,,,,,
34291,5,Tridom,,,,,,,,,,,,,,,,,,,,,,,,,
34296,5,Cobra,,,,,,,,,,,,,,,,,,,,,,,,,
34297,5,The Climbers XL,,,,,,,,,,,,,,,,,,,,,,,,,
34305,3,Legends of the High Seas,,,,,,,,,,,,,,,,,,,,,,,,,
34310,2,Hannibal's War,,,,,,,,,,,,,,,,,,,,,,,,,
34311,2,Strategy & Tactics #255 First Battle of Britain,,,,,,,,,,,,,,,,,,,,,,,,,
34320,5,Shanghaien,,,,,,,,,,,,,,,,,,,,,,,,,
34334,2,Waterloo 20,,,,,,,,,,,,,,,,,,,,,,,,,
34342,0,Sorts,,,,,,,,,,,,,,,,,,,,,,,,,
34373,5,Tiki Topple Mini,,,,,,,,,,,,,,,,,,,,,,,,,
34374,5,Hang Four,,,,,,,,,,,,,,,,,,,,,,,,,
34375,5,Go Nuts!,,,,,,,,,,,,,,,,,,,,,,,,,
34376,0,Captain Clueless Lost in the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,
34377,0,King Toad,,,,,,,,,,,,,,,,,,,,,,,,,
34381,5,Käseklau!,,,,,,,,,,,,,,,,,,,,,,,,,
34383,5,Kalle Kanalratte,,,,,,,,,,,,,,,,,,,,,,,,,
34390,3,Bakugan Battle Brawlers,,,,,,,,,,,,,,,,,,,,,,,,,
34395,5,Planet Earth DVD Game,,,,,,,,,,,,,,,,,,,,,,,,,
34403,2,Lost Battles Reconstructing the Great Clashes of the Ancient World,,,,,,,,,,,,,,,,,,,,,,,,,
34419,5,Kheops,,,,,,,,,,,,,,,,,,,,,,,,,
34444,0,Misterio,,,,,,,,,,,,,,,,,,,,,,,,,
34450,5,Bluff,,,,,,,,,,,,,,,,,,,,,,,,,
34496,3,World of Warcraft Miniatures Game,,,,,,,,,,,,,,,,,,,,,,,,,
34583,5,Set Cubed,,,,,,,,,,,,,,,,,,,,,,,,,
34585,,Keltis,,,,,,,,,,,,,,,,,,,,,,,,,
34590,5,Skoki Narciarskie,,,,,,,,,,,,,,,,,,,,,,,,,
34599,4,Toledo,,,,,,,,,,,,,,,,,,,,,,,,,
34615,4,New World A Carcassonne Game,,,,,,,,,,,,,,,,,,,,,,,,,
34635,1,Stone Age,,,,,,,,,,,,,,,,,,,,,,,,,
34639,3,The Dungeon of D,,,,,,,,,,,,,,,,,,,,,,,,,
34655,5,Serendipity,,,,,,,,,,,,,,,,,,,,,,,,,
34659,2,The Spanish Civil War 1936-1939,,,,,,,,,,,,,,,,,,,,,,,,,
34692,5,Dino Detektive,,,,,,,,,,,,,,,,,,,,,,,,,
34696,5,Drachen Wurf,,,,,,,,,,,,,,,,,,,,,,,,,
34701,5,Thor,,,,,,,,,,,,,,,,,,,,,,,,,
34707,5,The Hanging Gardens,,,,,,,,,,,,,,,,,,,,,,,,,
34713,2,Desert Duel First Alamein,,,,,,,,,,,,,,,,,,,,,,,,,
34744,5,Clue Express,,,,,,,,,,,,,,,,,,,,,,,,,
34745,5,Battleship Express,,,,,,,,,,,,,,,,,,,,,,,,,
34747,2,Jena 20,,,,,,,,,,,,,,,,,,,,,,,,,
34785,0,Murder Mystery Mansion,,,,,,,,,,,,,,,,,,,,,,,,,
34819,5,Pengoloo,,,,,,,,,,,,,,,,,,,,,,,,,
34825,5,4-mation,,,,,,,,,,,,,,,,,,,,,,,,,
34829,5,Ilium,,,,,,,,,,,,,,,,,,,,,,,,,
34843,5,Wizard's Gambit,,,,,,,,,,,,,,,,,,,,,,,,,
34866,5,Crossword,,,,,,,,,,,,,,,,,,,,,,,,,
34871,4,Ventura,,,,,,,,,,,,,,,,,,,,,,,,,
34887,5,Revolution!,,,,,,,,,,,,,,,,,,,,,,,,,
34890,2,Assault on Sevastopol,,,,,,,,,,,,,,,,,,,,,,,,,
34902,5,Rock!,,,,,,,,,,,,,,,,,,,,,,,,,
34905,0,Backseat Drawing,,,,,,,,,,,,,,,,,,,,,,,,,
34933,5,Monopoly Town,,,,,,,,,,,,,,,,,,,,,,,,,
34938,5,Beware of the Dog,,,,,,,,,,,,,,,,,,,,,,,,,
34943,5,Double Shutter,,,,,,,,,,,,,,,,,,,,,,,,,
34948,5,Ducks in a Row,,,,,,,,,,,,,,,,,,,,,,,,,
34958,5,Six,,,,,,,,,,,,,,,,,,,,,,,,,
34969,5,Ubongo Duel,,,,,,,,,,,,,,,,,,,,,,,,,
35003,5,Zark City,,,,,,,,,,,,,,,,,,,,,,,,,
35017,3,Chaos Isle Zombi Deck,,,,,,,,,,,,,,,,,,,,,,,,,
35023,0,The Origin of Expressions,,,,,,,,,,,,,,,,,,,,,,,,,
35035,2,World at War Blood and Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
35040,5,Elemental Rift,,,,,,,,,,,,,,,,,,,,,,,,,
35052,2,Axis & Allies Anniversary Edition,,,,,,,,,,,,,,,,,,,,,,,,,
35054,5,Meepile,,,,,,,,,,,,,,,,,,,,,,,,,
35122,2,Yetisburg Titanic Battles in History,,,,,,,,,,,,,,,,,,,,,,,,,
35137,0,Bezzerwizzer Familieudgave,,,,,,,,,,,,,,,,,,,,,,,,,
35163,2,Swashbuckled!,,,,,,,,,,,,,,,,,,,,,,,,,
35167,5,Quadrago,,,,,,,,,,,,,,,,,,,,,,,,,
35173,5,Pop the Pig,,,,,,,,,,,,,,,,,,,,,,,,,
35179,5,Globalissimo,,,,,,,,,,,,,,,,,,,,,,,,,
35188,3,Legends of the Three Kingdoms,,,,,,,,,,,,,,,,,,,,,,,,,
35207,0,Likewise!,,,,,,,,,,,,,,,,,,,,,,,,,
35219,2,La Bataille de France,,,,,,,,,,,,,,,,,,,,,,,,,
35247,5,Qubix,,,,,,,,,,,,,,,,,,,,,,,,,
35248,4,Batavia,,,,,,,,,,,,,,,,,,,,,,,,,
35254,4,Monopoly Indiana Jones,,,,,,,,,,,,,,,,,,,,,,,,,
35256,3,Caledea The Epic Strategy Game,,,,,,,,,,,,,,,,,,,,,,,,,
35262,4,Monopoly Here & Now Electronic Banking,,,,,,,,,,,,,,,,,,,,,,,,,
35285,4,Preußische Ostbahn,,,,,,,,,,,,,,,,,,,,,,,,,
35289,4,The Dutch Golden Age,,,,,,,,,,,,,,,,,,,,,,,,,
35293,5,Im Reich der Wücstensöhne,,,,,,,,,,,,,,,,,,,,,,,,,
35294,3,Indiana Jones DVD Adventure Game,,,,,,,,,,,,,,,,,,,,,,,,,
35305,5,Kahmaté,,,,,,,,,,,,,,,,,,,,,,,,,
35306,5,Battlefields of Olympus,,,,,,,,,,,,,,,,,,,,,,,,,
35311,5,Sixis,,,,,,,,,,,,,,,,,,,,,,,,,
35312,0,Repeat Pete!,,,,,,,,,,,,,,,,,,,,,,,,,
35342,2,Hold the Line,,,,,,,,,,,,,,,,,,,,,,,,,
35350,2,Field Commander Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
35354,5,Dry Gulch Junction,,,,,,,,,,,,,,,,,,,,,,,,,
35369,5,Martian Fluxx,,,,,,,,,,,,,,,,,,,,,,,,,
35371,5,El Juego de la Liga,,,,,,,,,,,,,,,,,,,,,,,,,
35376,5,Bandits,,,,,,,,,,,,,,,,,,,,,,,,,
35395,0,Salem,,,,,,,,,,,,,,,,,,,,,,,,,
35400,2,Nations at War White Star Rising,,,,,,,,,,,,,,,,,,,,,,,,,
35414,5,The Chain Game,,,,,,,,,,,,,,,,,,,,,,,,,
35423,5,Founding Fathers,,,,,,,,,,,,,,,,,,,,,,,,,
35425,3,Mutants and Death Ray Guns,,,,,,,,,,,,,,,,,,,,,,,,,
35435,5,Nefertiti,,,,,,,,,,,,,,,,,,,,,,,,,
35438,2,Moto Grand Prix,,,,,,,,,,,,,,,,,,,,,,,,,
35452,2,Lincoln's War,,,,,,,,,,,,,,,,,,,,,,,,,
35453,2,Strafexpedition 1916,,,,,,,,,,,,,,,,,,,,,,,,,
35466,5,With Sword and Shield,,,,,,,,,,,,,,,,,,,,,,,,,
35468,5,On Top,,,,,,,,,,,,,,,,,,,,,,,,,
35472,5,Triovision,,,,,,,,,,,,,,,,,,,,,,,,,
35476,2,Barbarossa Crimea,,,,,,,,,,,,,,,,,,,,,,,,,
35477,2,Dead of Winter (second edition),,,,,,,,,,,,,,,,,,,,,,,,,
35481,5,The Suitcase Detectives,,,,,,,,,,,,,,,,,,,,,,,,,
35482,5,Mini Cat & Mouse,,,,,,,,,,,,,,,,,,,,,,,,,
35488,0,The Name of the Rose,,,,,,,,,,,,,,,,,,,,,,,,,
35492,2,Wiede\u0144 1683,,,,,,,,,,,,,,,,,,,,,,,,,
35497,5,Fauna,,,,,,,,,,,,,,,,,,,,,,,,,
35499,5,Fight Klub,,,,,,,,,,,,,,,,,,,,,,,,,
35503,5,Ra The Dice Game,,,,,,,,,,,,,,,,,,,,,,,,,
35505,0,Walk the Plank!,,,,,,,,,,,,,,,,,,,,,,,,,
35508,2,Chainmail,,,,,,,,,,,,,,,,,,,,,,,,,
35524,5,The Princess Bride Storming the Castle,,,,,,,,,,,,,,,,,,,,,,,,,
35546,5,Aronda,,,,,,,,,,,,,,,,,,,,,,,,,
35548,5,Jumbulaya,,,,,,,,,,,,,,,,,,,,,,,,,
35556,5,Mini Make 'n' Break,,,,,,,,,,,,,,,,,,,,,,,,,
35570,4,Tinners' Trail,,,,,,,,,,,,,,,,,,,,,,,,,
35572,4,Strozzi,,,,,,,,,,,,,,,,,,,,,,,,,
35585,0,Koe zoekt Boer,,,,,,,,,,,,,,,,,,,,,,,,,
35599,3,Witchcraft,,,,,,,,,,,,,,,,,,,,,,,,,
35614,2,Where There Is Discord War in the South Atlantic,,,,,,,,,,,,,,,,,,,,,,,,,
35618,5,G.I. Joe Commando Attack,,,,,,,,,,,,,,,,,,,,,,,,,
35634,5,Samurai The Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
35635,3,Get to the Chopper!!!,,,,,,,,,,,,,,,,,,,,,,,,,
35652,5,Log Jam,,,,,,,,,,,,,,,,,,,,,,,,,
35654,3,Savage Worlds Showdown!,,,,,,,,,,,,,,,,,,,,,,,,,
35658,2,Malta Convoy,,,,,,,,,,,,,,,,,,,,,,,,,
