objectid,name,yearpublished,sortindex,minplayers,maxplayers,minplaytime,maxplaytime,totalvotes,usersrated,category1,category2,category3,category4,category5,category6
107464,Kabuki,2011,13140,2,6,20,20,1,223,Childrens Game, Memory,error,error,error,error
224122,AVES,2017,13141,2,5,10,15,3,37,Animals, card, Math,error,error,error
132406,Shadow of the Sun,2013,13142,3,4,30,30,1,42,card,error,error,error,error,error
3293,K\u00f6nig Artus Tafelrunde,1993,13143,2,6,45,45,0,59,card,error,error,error,error,error
1019,Le Gang des Traction-Avant,1984,13144,4,6,90,90,2,33,Bluffing, Mafia, Negotiation,error,error,error
38390,Exalted  Legacy of the Unconquered Sun,2008,13145,2,5,120,120,4,122,Adventure, Fantasy,error,error,error,error
4675,Knights of Justice  The Siege of Malta,1986,13146,2,2,120,120,0,62,Renaissance, War,error,error,error,error
66533,Turning Point,2009,13147,2,2,90,90,2,33,American Revolutionary War, War, War,error,error,error
9496,Burma,1976,13148,2,4,240,240,0,32,Dice, Fighting, War, War,error,error
202776,Imps  Devilish Duels,2016,13149,2,2,20,30,3,34,card, Dice, Fantasy, Fighting,error,error
882,Derby,2000,13150,3,5,60,60,0,41,Bluffing, Racing, Sports,error,error,error
5059,Gazala  The Clash of Armor,1983,13151,2,2,180,180,2,38,War, War,error,error,error,error
15430,Marignan 1515,1995,13152,2,2,0,0,1,33,Renaissance, War,error,error,error,error
23212,Cockpit,1991,13153,2,6,120,120,2,31,Racing, Sports,error,error,error,error
8279,Death Angel,1998,13154,2,6,45,45,0,37,Adventure, Horror, Print & Play,error,error,error
197893,Crazy Mistigri,2016,13155,3,5,15,15,1,86,card,error,error,error,error,error
259829,Loser,2018,13156,3,6,15,20,1,39,card, Deduction, Number, Party Game,error,error
29676,Monopoly  Tropical Tycoon DVD Game,2007,13157,3,5,180,180,6,175,Economic, Electronic, Negotiation,error,error,error
142653,IncrediBrawl,2014,13158,2,4,30,30,3,111,card,error,error,error,error,error
25795,Hexago Continuo,2006,13159,2,4,20,20,2,32,strategy,error,error,error,error,error
34291,Tridom,0,13160,2,6,60,60,1,40,strategy,error,error,error,error,error
6054,Norge,1981,13161,2,4,360,360,2,48,War, War,error,error,error,error
273976,Talisman  Kingdom Hearts,2019,13162,2,6,60,90,0,36,Adventure, Exploration, Fantasy, Fighting, Adaptation,error
10256,Thirty Years War  the Great War 1618-1648,1995,13163,2,4,120,120,1,58,War, War,error,error,error,error
529,Charlemagne,1998,13164,2,4,90,90,0,32,Medieval, Political,error,error,error,error
8103,.hack\/\/ENEMY,2003,13165,2,2,30,30,4,84,card, Collectible, Fantasy, Adaptation, Adaptation,error
3245,Cerberus  The Proxima Centauri Campaign,1979,13166,2,2,120,120,3,65,Sci_Fi, War,error,error,error,error
157838,Roll For It! Express,2014,13167,1,1,5,5,1,104,Dice,error,error,error,error,error
3305,Anticipation,1987,13168,2,4,30,30,1,105,Animals,error,error,error,error,error
37059,Charioteer,2008,13169,2,5,40,40,1,35,Ancient, Racing,error,error,error,error
70376,Super Comics,2010,13170,3,20,20,20,1,85,Dexterity, Adaptation, Humor, Party Game, Sci_Fi,error
5860,Descent on Crete,1978,13171,2,2,240,240,0,56,War, War,error,error,error,error
12267,\u77ee\u4eba\u9ab0\u5b50\u6a02,2004,13172,2,8,5,5,1,55,Childrens Game, Dice, Fantasy,error,error,error
211175,Undermine,2017,13173,2,8,20,45,3,102,card,error,error,error,error,error
232385,Rat Trap,2017,13174,3,5,15,30,0,34,Animals, Bluffing, card, Deduction, Dice,error
7947,Petri,1997,13175,2,5,10,10,0,41,Animals, card, Childrens Game, Memory,error,error
1993,Troke,1956,13176,2,4,30,30,3,53,strategy,error,error,error,error,error
255695,Venture Angels,2018,13177,3,5,20,20,1,31,Bluffing, Economic,error,error,error,error
101685,Dead Fellas,2011,13178,2,6,30,30,4,85,card, Mafia, Zombies,error,error,error
113324,Dungeon Delver,2011,13179,1,1,20,20,1,48,Adventure, Fantasy, Print & Play,error,error,error
6022,13  The Colonies in Revolt,1985,13180,2,2,360,360,4,81,Age of Reason, War, American Revolutionary War, War,error,error
2131,Wildstorms,1995,13181,1,2,60,60,1,53,card, Collectible, Exploration, Fantasy, Fighting,error
30951,Nanu?,1989,13182,2,4,10,10,4,68,Childrens Game, Dice, Memory,error,error,error
129295,Quartex,2012,13183,2,5,30,30,1,84,strategy, Puzzle,error,error,error,error
142584,Moby Dick,2013,13184,2,4,60,60,4,185,Adventure, card, Adaptation,error,error,error
179600,Fantasy Fantasy Baseball,2017,13185,1,5,20,50,2,72,card, Fantasy, Sports,error,error,error
94633,Conquest Tactics,2011,13186,2,2,60,60,3,40,card, Fantasy, War,error,error,error
282278,Drachensachen,2019,13187,2,6,30,60,0,31,card,error,error,error,error,error
175497,Dinosaur Escape,2015,13188,2,4,20,20,2,66,Childrens Game, Prehistoric,error,error,error,error
7026,Grunt,1971,13189,1,2,120,120,5,45,War, War, War,error,error,error
274735,13 Sheep,2019,13190,1,10,3,8,2,33,Animals, Dice, Print & Play,error,error,error
76085,Unauthorized Production,2014,13191,2,8,20,20,1,32,(Unknown), The Toy Company Argentina S.R.L.,error,error,error,error
9379,Escalado,1929,13192,2,6,20,20,1,56,Racing,error,error,error,error,error
5669,Salvo!,1992,13193,2,2,45,45,0,44,War, War, War,error,error,error
67144,Frutti di Mare,2009,13194,2,6,20,20,1,76,Animals, card, Childrens Game,error,error,error
4281,Freeloader,2002,13195,3,6,90,90,0,200,strategy, card, Humor,error,error,error
275087,Auf der Walz,2019,13196,2,4,90,150,2,39,Exploration, Travel,error,error,error,error
237388,Horticulture Master,2018,13197,3,5,45,60,1,41,City Building, Farming, Puzzle,error,error,error
159410,Alpha Bandits,2014,13198,2,4,30,30,2,32,Dexterity, Word Game,error,error,error,error
3499,Star Trek 50th Anniversary Tridimensional Chess Set,1977,13199,2,2,90,90,4,120,strategy, Adaptation,error,error,error,error
4272,Punk sucht Lady,1993,13200,4,6,60,60,1,64,Bluffing, Negotiation, Party Game,error,error,error
84454,Wer war's? L\u00f6st das R\u00e4tsel von Schr\u00e4ghausen!,2010,13201,2,4,45,45,0,35,Childrens Game, Deduction, Electronic,error,error,error
7307,Cranium Hullabaloo,2003,13202,2,6,30,30,5,226,Dexterity, Childrens Game, Electronic, Music,error,error
13363,CAV  Strike Operations,2001,13203,2,8,90,90,1,35,Dice, Fighting, Miniatures, Sci_Fi, War,error
218459,Think 'n Sync  The Great Minds Think Alike Game,2017,13204,3,8,20,0,0,38,Party Game, Trivia,error,error,error,error
2043,Shogun,1976,13205,2,2,10,10,6,471,strategy,error,error,error,error,error
15431,Trivial Pursuit  Globetrotter,2002,13206,2,6,60,90,0,107,Party Game, Trivia,error,error,error,error
2149,Renfield,1999,13207,4,7,60,60,1,157,card, Horror, Print & Play,error,error,error
69823,The Demise of Dr. Frankenstein,2010,13208,2,4,60,60,1,30,Horror, Adaptation,error,error,error,error
1365,Olix,1994,13209,2,2,30,30,2,39,strategy,error,error,error,error,error
85474,Verona,2010,13210,2,5,60,60,2,53,Bluffing, Political, Renaissance, Territory Building,error,error
31070,Horse Fair Card Game,2007,13211,2,6,20,20,3,77,Animals, card, Number,error,error,error
20645,Tenakee,2005,13212,3,5,15,15,0,152,Bluffing, card,error,error,error,error
38050,TPOC  The Politics of Cannibals,2008,13213,3,5,30,30,5,77,card, Political,error,error,error,error
21488,Petteia,-100,13214,2,2,20,20,4,44,strategy,error,error,error,error,error
275100,The Aquicorn Cove Board Game,2019,13215,2,4,30,60,0,32,Adaptation,error,error,error,error,error
4580,Who is going to do the dishes?,1991,13216,2,4,20,20,1,89,card, Humor,error,error,error,error
4082,Can't Stop the Turtles,2002,13217,2,4,45,45,0,46,Dice,error,error,error,error,error
136246,Feuer & Flamme,2013,13218,2,5,20,20,1,43,Dexterity, Childrens Game,error,error,error,error
3885,Gold Digger,1998,13219,2,4,10,10,0,84,card, Memory,error,error,error,error
11027,Reich  The Iron Dream of German Unification,1979,13220,1,4,120,120,0,32,Economic, War,error,error,error,error
41844,African Park,2009,13221,2,4,20,20,3,75,Animals,error,error,error,error,error
224680,Dungeon Digger,2017,13222,2,6,40,60,1,46,City Building, Fantasy,error,error,error,error
36523,Castellers,2008,13223,2,4,30,30,5,150,Dexterity,error,error,error,error,error
131304,Circus Grandioso,2012,13224,1,4,15,15,2,57,Animals, Bluffing, card,error,error,error
7920,Winter,1994,13225,1,12,30,30,1,34,Childrens Game,error,error,error,error,error
2763,Touch\u00e9,1977,13226,2,2,30,30,2,191,strategy, Memory,error,error,error,error
29879,Blood & Sand,2012,13227,2,2,0,0,1,34,War, War,error,error,error,error
194820,Mission to Mars 2049,2016,13228,2,4,45,120,4,98,Economic, Sci_Fi, Space Exploration, Territory Building,error,error
2863,Nancy Greene's Great Downhill Ski Game,1970,13229,1,4,30,30,4,38,Sports,error,error,error,error,error
6342,Switchboard,1966,13230,2,4,45,45,3,60,strategy, Dice, Maze,error,error,error
33086,Biafra!,2007,13231,1,2,30,30,2,33,War, War, War,error,error,error
3247,Planet Busters,1982,13232,2,4,60,60,4,117,Sci_Fi,error,error,error,error,error
5120,Doubles Wild,2001,13233,2,4,30,30,3,64,strategy, Dice,error,error,error,error
42882,World War IV  One World,2009,13234,3,5,240,240,2,33,Economic, War, Sci_Fi,error,error,error
1884,Fireside Football,1996,13235,3,6,240,240,0,60,Sports,error,error,error,error,error
172559,Targets,2015,13236,2,4,15,15,0,132,Dexterity, Dice,error,error,error,error
251987,Rainbow Knights,2018,13237,2,6,5,5,0,56,Dexterity, card, Real-time,error,error,error
229537,Mind the Gap,2017,13238,2,8,10,20,0,34,card,error,error,error,error,error
194079,ROX,2014,13239,2,4,0,0,2,75,card, Real-time,error,error,error,error
138206,How Many?,2013,13240,2,2,15,15,3,50,Deduction, Memory,error,error,error,error
30081,Salvo!,2007,13241,1,1,60,60,2,32,War, War, War,error,error,error
6365,The Totally Insane Card Game,1993,13242,3,12,30,30,3,63,card, Party Game,error,error,error,error
16499,Architekton,2005,13243,2,2,30,45,9,979,strategy, Ancient, City Building,error,error,error
206087,Garden Gnomes  Violent Vendetta,2016,13244,3,6,30,60,3,45,Fantasy, War,error,error,error,error
270632,Bon Appetit!,2019,13245,2,4,20,20,1,34,card,error,error,error,error,error
236114,Hida-furukawa,2017,13246,2,5,30,0,2,36,Bluffing, card, City Building,error,error,error
146728,Badass Zombie Killers,2013,13247,2,6,15,15,1,37,card, Zombies,error,error,error,error
2310,Cash,1990,13248,3,6,20,20,1,167,card,error,error,error,error,error
178933,Compact Bowling,2015,13249,2,8,15,30,0,42,Dexterity, Party Game, Sports,error,error,error
218854,Invisible Ink,2017,13250,3,6,20,30,2,51,Party Game,error,error,error,error,error
123587,Triominos Challenge,2016,13251,2,4,30,30,0,110,strategy,error,error,error,error,error
9736,Crusader  Battle for Tobruk,1976,13252,2,2,180,180,0,40,Dice, Exploration, War, War,error,error
229369,Bobbidi Boom,2017,13253,3,5,20,30,4,39,card, Fantasy, Humor,error,error,error
163119,Pocket Dungeon Quest,2015,13254,1,4,15,15,0,124,Adventure, Fantasy, Print & Play, Adaptation,error,error
22169,Chez Guevara,2006,13255,2,5,45,60,2,195,card, War, Political,error,error,error
9398,War Games Rules  3000 BC to 1485 AD,1980,13256,0,0,120,120,3,39,Ancient, Book, Miniatures, War,error,error
42336,Ultimate Tic-Tac-Toe,2008,13257,2,4,5,15,1,57,strategy,error,error,error,error,error
137331,Terzetto,2013,13258,2,2,15,15,2,41,strategy,error,error,error,error,error
75783,Draco,2010,13259,2,2,15,15,1,31,Dexterity, Childrens Game,error,error,error,error
147418,Ajo y Agua,2013,13260,4,6,20,20,6,56,Bluffing, card, Deduction, Humor, murder_mystery, Adaptation
25999,Hus,0,13261,2,2,40,40,3,30,strategy, Ancient,error,error,error,error
171862,Vikings  The Board Game,2016,13262,2,5,90,120,0,49,Adaptation,error,error,error,error,error
12372,Shakespeare  The Bard Game,2004,13263,2,5,60,60,2,170,Renaissance, Trivia,error,error,error,error
286021,Free Market  NYC,2020,13264,2,5,90,180,0,30,Economic, Political, Territory Building,error,error,error
28109,Malaya  V-Mail Postcard Game #1,2007,13265,2,2,30,30,2,39,Print & Play, War, War,error,error,error
3535,Nightmare House,1983,13266,1,5,90,90,1,55,Horror,error,error,error,error,error
38949,C\u00f3rdoba,2008,13267,2,2,20,20,5,169,card, Medieval,error,error,error,error
131200,Quarantine Z,2013,13268,3,5,45,45,2,56,card, Zombies,error,error,error,error
33803,Octego,2007,13269,2,2,30,30,5,67,strategy,error,error,error,error,error
17909,PS,1988,13270,2,4,45,45,3,32,Racing,error,error,error,error,error
240096,Moonshiners of the Apocalypse,2019,13271,1,4,60,90,6,98,Adventure, Exploration, Territory Building,error,error,error
1173,Millionenspiel,1982,13272,3,5,45,45,3,98,Dice,error,error,error,error,error
20810,Jenga Ultimate,1995,13273,0,0,20,20,1,93,Dexterity, Party Game,error,error,error,error
169465,Shinobi  El Juego del Asesino,0,13274,8,26,20,20,1,32,Bluffing, card, Party Game,error,error,error
41529,Creepers,2009,13275,2,2,30,30,3,37,Print & Play, Territory Building,error,error,error,error
90016,Tricky,2011,13276,2,5,20,20,0,66,Dice,error,error,error,error,error
14715,Dueling Nobles,2004,13277,2,2,20,20,4,43,card, Dice, Math, Medieval, Print & Play, Renaissance
32946,Fluffy Bunny Tea Party,2011,13278,3,8,30,30,0,34,Animals, card, Humor,error,error,error
8892,IGOR  The Mad Scientist's Lament,2004,13279,2,6,60,60,5,173,card, Humor, industry_manuf, Sci_Fi,error,error
260563,Artline,2019,13280,2,5,20,30,0,35,card, Educational, Party Game,error,error,error
201305,Running with the Bulls,2016,13281,2,6,40,60,2,144,card, Dice,error,error,error,error
166300,Twistocity,2016,13282,2,6,30,45,0,38,card, Educational, Humor, Party Game,error,error
31604,Civil War in the Far West  The New Mexico Campaign,2008,13283,2,2,120,120,1,36,American War, War,error,error,error,error
221208,MBL Pocket Pro Tour,2017,13284,2,4,0,0,1,34,card,error,error,error,error,error
2674,Coppertwaddle,2000,13285,2,2,20,20,2,104,card, Medieval,error,error,error,error
39545,Reconquista !,2013,13286,1,3,240,240,1,30,Medieval, War,error,error,error,error
2487,Why,1958,13287,2,4,45,45,0,91,Deduction, Memory, Adaptation, murder_mystery,error,error
93577,Rocket Jockey,2012,13288,2,4,30,60,5,145,card, Sci_Fi,error,error,error,error
218993,Candy Match,2017,13289,2,6,10,20,1,46,card,error,error,error,error,error
220198,BOLD,2016,13290,2,4,10,30,0,38,card,error,error,error,error,error
112233,FrankenDie,2012,13291,3,6,15,15,0,57,Dexterity, Dice, Horror, Humor, Party Game,error
255696,Jungle Race,2018,13292,2,6,15,30,1,44,Animals, card, Childrens Game, Racing,error,error
254145,Seals,2018,13293,2,4,10,20,0,51,card,error,error,error,error,error
224664,La Famiglia,2017,13294,2,4,30,45,2,84,card, Humor, Mafia, Negotiation,error,error
2843,Yummy,1998,13295,2,5,15,15,4,314,card,error,error,error,error,error
13017,Animal Olympics,1989,13296,2,4,10,10,1,63,Animals, card,error,error,error,error
266747,Challenge of the Superfriends Card Game,2019,13297,2,4,0,0,2,62,card, Adaptation,error,error,error,error
5994,Tsushima,1989,13298,2,2,240,240,2,69,War, Post-War, War,error,error,error
3760,Trinity  Battleground,1997,13299,2,2,60,60,0,40,card, Fighting, Miniatures, Sci_Fi,error,error
8863,Horus Heresy (2003),2003,13300,2,2,30,30,2,46,card, Collectible, Sci_Fi, Space Exploration, War,error
4799,Dicemaster  Cities of Doom,1996,13301,2,2,90,90,4,116,Adventure, Collectible, Dice, Fantasy, Fighting,error
15407,TATATA!,2005,13302,2,8,30,30,3,132,Aviation, card, Fighting, Humor, Memory,error
173673,Legendary Showdown  Machines & Magic,2015,13303,2,7,30,60,1,47,card, Adaptation, Fighting, Humor,error,error
260238,Claim Kingdoms,2018,13304,2,4,30,30,0,60,card, Fantasy,error,error,error,error
6842,Battles of the Ancient World  Marathon and Granicus,2003,13305,1,2,90,90,0,49,Ancient, War,error,error,error,error
210350,Cont\u00e1ria,2016,13306,3,5,10,25,1,37,Bluffing, card, Deduction,error,error,error
11421,Uisge,1983,13307,2,2,30,30,2,40,strategy,error,error,error,error,error
256915,Dice & Dragons,2018,13308,1,5,20,30,2,65,Adventure, Dice, Fantasy,error,error,error
12964,Space Station Assault,2004,13309,2,2,30,30,1,149,card, Sci_Fi, War,error,error,error
4245,Asteroid Zero-Four,1979,13310,2,2,60,60,3,52,Sci_Fi, War,error,error,error,error
38328,The Looney Bin,2008,13311,3,7,30,30,6,117,card, Deduction, Horror, Humor, Medical,error
11124,Operation Sea Lion,1997,13312,2,2,240,240,1,41,War, War,error,error,error,error
12788,Treasure Island,2003,13313,2,6,90,90,1,59,Adventure, Exploration, Adaptation, Pirates,error,error
231273,TerrorEyes,2017,13314,2,6,5,10,1,35,Dexterity, Childrens Game, Dice, Party Game, Real-time,error
202589,Chromosome,2016,13315,2,4,30,60,5,109,Sci_Fi,error,error,error,error,error
41712,Desafino,1988,13316,4,0,60,60,2,34,Music, Trivia,error,error,error,error
83117,Kings of Mithril,2010,13317,2,4,45,45,2,94,Dice, Fantasy, Medieval,error,error,error
180565,Die geheimnisvolle Drachenh\u00f6hle,2015,13318,2,4,15,20,1,30,Childrens Game, Electronic,error,error,error,error
4537,Baston,1985,13319,2,6,120,120,1,40,Fighting, Humor,error,error,error,error
38868,Zanziar,2008,13320,2,6,120,180,5,71,Adventure, Bluffing, Exploration, Fantasy, Fighting,error
205884,Schwupps,2016,13321,2,5,20,20,1,61,card,error,error,error,error,error
230065,Ink Monsters,2017,13322,2,6,20,30,1,43,card,error,error,error,error,error
42352,Morgan's A'Comin'!,2009,13323,2,2,30,30,3,62,American War, War,error,error,error,error
258512,Communist Cats,2018,13324,2,6,5,15,3,39,Animals, Bluffing, card, Party Game, Political,error
157014,ESSEN,2014,13325,2,4,45,45,2,61,Economic, Humor,error,error,error,error
9597,Vier zu mir!,1996,13326,3,8,30,30,1,46,Animals, Childrens Game, Memory,error,error,error
5460,The Deck of Dice,1997,13327,2,4,30,30,0,43,card,error,error,error,error,error
254613,ROLL for Your Life,2018,13328,2,4,10,30,1,54,Dexterity, Dice, Fighting, Humor, Real-time,error
2634,Quo Vadis,1978,13329,2,2,10,10,0,32,strategy,error,error,error,error,error
5724,The Great Patriotic War,1988,13330,2,2,180,180,1,124,War, War,error,error,error,error
3543,Spider-Man,2002,13331,2,6,90,90,0,55,Adaptation, Adaptation,error,error,error,error
180489,Los Aprendices,2015,13332,2,4,30,60,4,94,strategy, Dice,error,error,error,error
11562,The Crimean War,1998,13333,2,2,0,0,0,39,Post-War, War,error,error,error,error
